Catalog;HIP;RAhms;DEdms;RAdeg;DEdeg;
H;99705;20 13 56.07;+23 58 07.6;303.48362828;+23.96878075;
H;99706;20 13 57.57;-04 19 19.4;303.48989371;-04.32206482;
H;99707;20 13 58.78;+75 24 13.8;303.49490252;+75.40383159;
H;99708;20 13 58.99;-16 40 08.3;303.49581225;-16.66897742;
H;99709;20 13 59.26;-63 51 54.9;303.49692651;-63.86524899;
H;99710;20 13 59.63;-17 40 34.1;303.49845717;-17.67613222;
H;99711;20 13 59.88;-00 52 03.1;303.49950890;-00.86751441;
H;99712;20 14 00.20;-34 41 30.9;303.50083387;-34.69191142;
H;99713;20 14 00.39;+16 51 29.1;303.50161354;+16.85809029;
H;99714;20 14 00.44;-09 37 04.6;303.50181952;-09.61795309;
H;99715;20 14 00.63;+55 57 11.2;303.50264043;+55.95310452;
H;99716;20 14 03.07;-75 52 04.3;303.51278312;-75.86786596;
H;99717;20 14 04.52;+22 13 21.5;303.51884608;+22.22263805;
H;99718;20 14 04.52;-36 36 54.3;303.51885222;-36.61507795;
H;99719;20 14 04.87;+36 36 17.6;303.52030039;+36.60489439;
H;99720;20 14 05.35;-04 50 16.3;303.52229183;-04.83787456;
H;99721;20 14 06.11;-48 20 40.7;303.52547762;-48.34462701;
H;99722;20 14 06.42;-44 10 23.7;303.52673666;-44.17325320;
H;99723;20 14 06.61;-62 29 22.3;303.52753169;-62.48954025;
H;99725;20 14 07.74;+58 06 19.4;303.53226054;+58.10538403;
H;99724;20 14 07.75;-65 00 17.0;303.53228406;-65.00472494;
H;99726;20 14 08.56;+67 04 26.4;303.53568446;+67.07400115;
H;99727;20 14 09.25;+06 34 38.5;303.53856223;+06.57735961;
H;99728;20 14 09.31;+33 41 10.6;303.53879368;+33.68626866;
H;99729;20 14 09.85;+06 35 20.8;303.54103840;+06.58912020;
H;99730;20 14 10.21;-20 14 25.0;303.54252809;-20.24026960;
H;99731;20 14 10.65;+64 45 54.5;303.54437676;+64.76514727;
H;99732;20 14 10.67;+54 44 39.7;303.54446135;+54.74437238;
H;99733;20 14 11.31;-13 29 21.6;303.54712960;-13.48933976;
H;99734;20 14 11.72;-38 12 03.1;303.54884875;-38.20087313;
H;99735;20 14 12.17;-48 32 23.0;303.55069219;-48.53972930;
H;99736;20 14 12.19;+29 39 11.0;303.55079976;+29.65304341;
H;99737;20 14 13.90;+35 21 42.8;303.55790244;+35.36187739;
H;99738;20 14 14.52;+28 41 41.5;303.56050449;+28.69486353;
H;99739;20 14 15.35;-31 28 47.0;303.56396216;-31.47971981;
H;99740;20 14 15.84;+08 03 16.4;303.56598688;+08.05456661;
H;99741;20 14 16.10;+31 59 52.0;303.56707516;+31.99778721;
H;99742;20 14 16.59;+15 11 50.9;303.56910667;+15.19746767;
H;99743;20 14 16.80;+07 26 40.4;303.56998428;+07.44456331;
H;99744;20 14 18.56;-47 27 48.0;303.57731304;-47.46332651;
H;99746;20 14 18.58;+30 10 38.2;303.57743104;+30.17727039;
H;99745;20 14 18.61;-22 02 20.7;303.57754057;-22.03908031;
H;99747;20 14 19.01;-52 26 44.3;303.57919847;-52.44564171;
H;99748;20 14 19.96;+00 08 39.9;303.58314798;+00.14441312;
H;99749;20 14 21.53;+42 06 15.6;303.58972815;+42.10434533;
H;99750;20 14 22.00;-29 13 38.6;303.59166816;-29.22739644;
H;99751;20 14 22.46;+43 17 03.0;303.59357733;+43.28418028;
H;99752;20 14 23.02;-43 03 12.0;303.59592240;-43.05334672;
H;99753;20 14 24.34;-06 02 50.6;303.60140049;-06.04738763;
H;99754;20 14 24.34;+11 57 25.6;303.60141778;+11.95711209;
H;99755;20 14 24.93;-00 00 19.5;303.60387487;-00.00542939;
H;99756;20 14 25.17;-06 02 36.2;303.60489156;-06.04339492;
H;99757;20 14 25.24;+35 37 20.3;303.60515082;+35.62231802;
H;99758;20 14 25.80;-62 16 45.1;303.60750516;-62.27918456;
H;99759;20 14 26.07;+80 31 54.7;303.60864426;+80.53186540;
H;99760;20 14 26.08;+40 19 45.1;303.60868279;+40.32919500;
H;99761;20 14 26.92;-37 20 06.5;303.61217355;-37.33514547;
H;99762;20 14 26.96;-63 24 57.1;303.61232254;-63.41586405;
H;99763;20 14 27.86;-18 05 38.4;303.61609243;-18.09398780;
H;99764;20 14 28.18;-07 16 52.8;303.61743702;-07.28132198;
H;99765;20 14 28.42;-13 50 07.8;303.61841017;-13.83549255;
H;99766;20 14 29.01;+20 39 08.5;303.62088951;+20.65236328;
H;99768;20 14 30.43;+37 21 13.8;303.62679461;+37.35383972;
H;99767;20 14 30.52;+24 50 41.2;303.62715556;+24.84478203;
H;99769;20 14 31.77;+36 39 39.6;303.63237188;+36.66101334;
H;99770;20 14 31.98;+36 48 22.1;303.63326032;+36.80613540;
H;99771;20 14 33.92;+09 51 44.9;303.64131999;+09.86246019;
H;99773;20 14 34.81;-15 20 05.5;303.64505437;-15.33485275;
H;99772;20 14 34.92;-64 25 46.9;303.64550692;-64.42970045;
H;99774;20 14 35.00;+70 50 34.6;303.64581312;+70.84294055;
H;99775;20 14 35.07;+54 31 08.2;303.64610448;+54.51894874;
H;99776;20 14 35.16;-70 39 47.0;303.64651961;-70.66305705;
H;99777;20 14 39.62;+36 45 07.5;303.66507334;+36.75208074;
H;99778;20 14 39.90;+58 56 21.1;303.66626017;+58.93919321;
H;99779;20 14 41.35;+80 34 32.6;303.67228754;+80.57571841;
H;99780;20 14 42.36;+33 01 15.0;303.67649369;+33.02083145;
H;99781;20 14 42.50;+47 42 34.7;303.67707662;+47.70963290;
H;99782;20 14 42.79;-19 12 25.7;303.67830854;-19.20713609;
H;99783;20 14 44.18;+22 49 42.9;303.68409218;+22.82858859;
H;99784;20 14 44.83;-57 38 51.5;303.68679534;-57.64764738;
H;99785;20 14 45.57;+47 26 26.1;303.68985553;+47.44059020;
H;99786;20 14 45.65;+22 48 59.0;303.69018943;+22.81640051;
H;99787;20 14 46.66;+49 43 32.1;303.69440673;+49.72557522;
H;99788;20 14 46.73;+21 58 31.5;303.69471275;+21.97542280;
H;99789;20 14 46.98;+26 47 32.7;303.69576381;+26.79242426;
H;99790;20 14 48.47;-10 53 24.8;303.70195695;-10.89022878;
H;99791;20 14 49.08;+67 46 00.6;303.70450526;+67.76683091;
H;99792;20 14 50.03;+18 27 56.5;303.70846620;+18.46569345;
H;99793;20 14 50.16;+08 55 32.7;303.70901954;+08.92574443;
H;99794;20 14 51.23;-64 11 28.8;303.71346935;-64.19132147;
H;99795;20 14 51.39;-11 38 11.7;303.71410527;-11.63657268;
H;99797;20 14 51.71;-01 08 30.9;303.71545959;-01.14192314;
H;99796;20 14 51.72;+10 28 20.4;303.71548352;+10.47233974;
H;99799;20 14 53.42;-44 03 27.7;303.72259945;-44.05770669;
H;99798;20 14 53.43;+03 24 24.6;303.72261774;+03.40684291;
H;99800;20 14 53.48;-16 45 02.6;303.72284395;-16.75072951;
H;99801;20 14 54.15;+32 52 07.2;303.72560963;+32.86867122;
H;99802;20 14 55.14;+09 05 21.2;303.72976540;+09.08922086;
H;99803;20 14 56.13;-56 58 34.5;303.73387783;-56.97624609;
H;99804;20 14 56.30;+31 13 18.4;303.73458222;+31.22177172;
H;99805;20 14 56.37;+72 36 19.9;303.73489462;+72.60551520;
H;99806;20 14 59.72;-43 40 41.6;303.74884368;-43.67821044;
H;99807;20 15 01.97;+13 05 15.3;303.75820774;+13.08758964;
H;99808;20 15 03.51;-50 47 47.0;303.76461362;-50.79638806;
H;99809;20 15 04.48;-54 30 00.5;303.76867804;-54.50012833;
H;99810;20 15 04.57;-19 59 20.7;303.76902850;-19.98909621;
H;99811;20 15 06.91;-13 23 01.9;303.77880924;-13.38385217;
H;99812;20 15 07.91;+30 37 12.0;303.78295384;+30.62000679;
H;99813;20 15 08.10;+41 17 55.4;303.78376501;+41.29873006;
H;99814;20 15 08.40;+58 20 04.7;303.78501259;+58.33462520;
H;99815;20 15 09.89;-03 30 21.0;303.79120532;-03.50582502;
H;99816;20 15 10.66;-03 30 12.3;303.79439646;-03.50342856;
H;99817;20 15 10.80;-24 26 49.5;303.79501191;-24.44708575;
H;99818;20 15 10.97;+55 39 23.4;303.79570860;+55.65651178;
H;99820;20 15 12.28;+34 30 48.3;303.80116783;+34.51342511;
H;99821;20 15 12.42;+38 36 31.6;303.80174913;+38.60878950;
H;99819;20 15 13.29;+06 19 15.2;303.80539090;+06.32089997;
H;99823;20 15 13.57;-16 51 03.2;303.80655466;-16.85089387;
H;99822;20 15 13.62;+54 08 48.0;303.80673532;+54.14665896;
H;99824;20 15 15.89;+25 35 31.1;303.81621226;+25.59196924;
H;99826;20 15 16.50;+45 35 39.6;303.81876440;+45.59433418;
H;99825;20 15 16.58;-27 01 57.1;303.81907470;-27.03253576;
H;99827;20 15 17.20;+45 44 27.7;303.82164614;+45.74102998;
H;99828;20 15 18.31;-60 35 33.0;303.82627303;-60.59249339;
H;99829;20 15 18.53;-08 55 25.6;303.82720752;-08.92378002;
H;99830;20 15 20.42;+30 01 13.5;303.83508195;+30.02042827;
H;99831;20 15 21.00;-64 49 09.9;303.83750234;-64.81941046;
H;99832;20 15 21.26;+64 11 53.6;303.83858986;+64.19821274;
H;99842;20 15 21.85;-60 51 09.3;303.84102928;-60.85257249;
H;99833;20 15 21.91;+18 27 57.6;303.84128524;+18.46599827;
H;99834;20 15 22.14;-14 47 17.3;303.84227079;-14.78813229;
H;99835;20 15 22.36;-02 43 46.7;303.84317323;-02.72964818;
H;99836;20 15 22.92;+27 31 59.9;303.84551437;+27.53329520;
H;99837;20 15 23.18;-20 29 43.6;303.84659919;-20.49543200;
H;99838;20 15 23.46;-05 32 12.1;303.84775918;-05.53668907;
H;99839;20 15 23.52;+42 24 03.6;303.84799933;+42.40100120;
H;99840;20 15 23.74;+44 00 02.4;303.84891802;+44.00065715;
H;99841;20 15 23.79;+33 43 45.7;303.84913091;+33.72937020;
H;99843;20 15 24.12;+10 09 12.3;303.85051793;+10.15341045;
H;99844;20 15 25.79;-28 28 49.6;303.85744952;-28.48044367;
H;99845;20 15 26.51;+56 52 26.7;303.86046353;+56.87409377;
H;99846;20 15 26.91;+44 08 19.8;303.86214380;+44.13883695;
H;99847;20 15 28.07;+13 38 53.4;303.86697194;+13.64816071;
H;99848;20 15 28.32;+47 42 51.1;303.86799270;+47.71420530;
H;99849;20 15 28.38;-07 31 53.0;303.86825346;-07.53138167;
H;99850;20 15 29.20;-68 25 57.0;303.87165989;-68.43248920;
H;99851;20 15 29.59;-40 01 55.4;303.87328773;-40.03206019;
H;99852;20 15 29.99;+23 44 31.3;303.87496912;+23.74201555;
H;99853;20 15 30.24;+23 30 32.1;303.87598846;+23.50892242;
H;99854;20 15 30.62;-15 51 20.1;303.87758589;-15.85559036;
H;99855;20 15 30.68;+70 03 25.6;303.87782480;+70.05710496;
H;99856;20 15 32.52;+02 50 47.7;303.88548486;+02.84656994;
H;99857;20 15 33.68;+15 26 12.9;303.89034030;+15.43691587;
H;99858;20 15 34.32;+55 37 08.9;303.89300009;+55.61914849;
H;99859;20 15 36.34;+42 21 43.4;303.90142543;+42.36204936;
H;99860;20 15 37.12;+07 48 32.3;303.90464863;+07.80896397;
H;99861;20 15 38.53;+43 38 54.0;;;
H;99862;20 15 40.26;+43 38 59.6;303.91773482;+43.64988840;
H;99863;20 15 41.56;+65 51 13.1;303.92315416;+65.85363587;
H;99864;20 15 41.57;+30 44 30.8;303.92319323;+30.74188544;
H;99865;20 15 41.62;-42 19 58.8;303.92339832;-42.33298939;
H;99866;20 15 42.39;+13 50 56.9;303.92662311;+13.84914437;
H;99867;20 15 42.41;+04 39 42.6;303.92672736;+04.66183374;
H;99868;20 15 42.48;+31 14 32.2;303.92700903;+31.24226653;
H;99869;20 15 43.06;-02 33 51.8;303.92943500;-02.56438096;
H;99870;20 15 43.24;+50 13 58.3;303.93015311;+50.23286626;
H;99871;20 15 43.24;+78 01 22.8;303.93017090;+78.02299945;
H;99872;20 15 43.78;+02 01 09.4;303.93242704;+02.01927620;
H;99873;20 15 45.70;+15 19 01.7;303.94040722;+15.31714115;
H;99874;20 15 46.16;+27 48 51.2;303.94232258;+27.81422850;
H;99875;20 15 49.33;+52 30 08.2;303.95556181;+52.50228025;
H;99876;20 15 49.37;-35 33 37.0;303.95572017;-35.56027939;
H;99877;20 15 49.75;-46 24 54.1;303.95731081;-46.41502724;
H;99878;20 15 50.59;-30 00 19.1;303.96077438;-30.00529660;
H;99879;20 15 52.19;+52 29 56.1;303.96743977;+52.49891691;
H;99880;20 15 52.63;+42 58 45.1;303.96927228;+42.97920300;
H;99881;20 15 52.98;-30 41 15.1;303.97075650;-30.68751718;
H;99882;20 15 53.54;-37 58 40.1;303.97308889;-37.97781509;
H;99883;20 15 55.19;-11 41 46.3;303.97994469;-11.69618622;
H;99884;20 15 55.26;-26 47 00.0;303.98024138;-26.78334015;
H;99886;20 15 56.93;-39 29 23.7;303.98722186;-39.48992511;
H;99885;20 15 57.03;+48 27 05.2;303.98760867;+48.45144094;
H;99887;20 15 58.33;+35 00 53.1;303.99303753;+35.01473742;
H;99888;20 15 58.78;-42 47 30.1;303.99491579;-42.79168229;
H;99889;20 16 00.61;+45 34 46.8;304.00252971;+45.57965867;
H;99890;20 16 00.89;+02 06 41.5;304.00371722;+02.11151848;
H;99891;20 16 02.27;-33 15 22.7;304.00945174;-33.25630735;
H;99892;20 16 02.78;-16 17 44.0;304.01158015;-16.29556561;
H;99893;20 16 03.43;+38 53 53.1;304.01429331;+38.89808634;
H;99894;20 16 06.03;+04 34 51.3;304.02511695;+04.58091965;
H;99895;20 16 06.45;-56 30 23.7;304.02688338;-56.50659154;
H;99896;20 16 06.58;-62 09 56.8;304.02740012;-62.16577729;
H;99897;20 16 08.43;-07 43 55.8;304.03511792;-07.73216285;
H;99898;20 16 08.56;+37 33 23.1;304.03565338;+37.55641820;
H;99899;20 16 08.93;+62 28 54.6;304.03720664;+62.48182338;
H;99900;20 16 10.35;-09 35 09.5;304.04311465;-09.58598378;
H;99901;20 16 11.38;-23 50 05.0;304.04741839;-23.83472078;
H;99902;20 16 11.48;-84 05 26.1;304.04784750;-84.09058688;
H;99903;20 16 11.69;-23 30 36.5;304.04872778;-23.51013825;
H;99904;20 16 12.04;-40 59 16.8;304.05017087;-40.98800661;
H;99905;20 16 13.82;+40 57 48.1;304.05759201;+40.96336534;
H;99906;20 16 13.97;-53 45 23.8;304.05820902;-53.75660221;
H;99907;20 16 14.84;-41 28 42.6;304.06184687;-41.47849600;
H;99908;20 16 15.29;+57 45 01.0;304.06370950;+57.75027260;
H;99909;20 16 15.97;+51 59 55.6;304.06654511;+51.99877448;
H;99910;20 16 17.12;-58 03 38.4;304.07133606;-58.06067720;
H;99911;20 16 17.58;-37 36 02.6;304.07325644;-37.60071309;
H;99912;20 16 17.79;+10 47 27.8;304.07411516;+10.79104515;
H;99913;20 16 19.78;+21 35 55.5;304.08242795;+21.59876279;
H;99914;20 16 19.96;+20 33 01.7;304.08315792;+20.55048389;
H;99915;20 16 20.71;+22 17 14.1;304.08627349;+22.28723908;
H;99916;20 16 21.84;-02 04 07.9;304.09098707;-02.06886921;
H;99917;20 16 22.39;+26 29 25.2;304.09329488;+26.49032686;
H;99918;20 16 22.80;-12 20 13.5;304.09500616;-12.33707716;
H;99919;20 16 23.48;-50 55 09.1;304.09784825;-50.91918883;
H;99920;20 16 23.61;-36 27 12.7;304.09837360;-36.45353610;
H;99921;20 16 24.74;+12 04 14.7;304.10309922;+12.07075606;
H;99922;20 16 25.26;+69 13 46.8;304.10525768;+69.22966888;
H;99923;20 16 25.64;+22 23 47.4;304.10682980;+22.39649209;
H;99924;20 16 25.82;+29 07 55.6;304.10757568;+29.13210780;
H;99925;20 16 26.00;-01 29 59.0;304.10832155;-01.49972862;
H;99926;20 16 26.45;-35 11 55.0;304.11019928;-35.19859739;
H;99927;20 16 27.20;+27 46 33.8;304.11331731;+27.77606655;
H;99928;20 16 27.53;+25 52 25.4;304.11471910;+25.87371017;
H;99929;20 16 28.15;+37 03 23.0;304.11730319;+37.05639710;
H;99930;20 16 28.33;-39 31 57.4;304.11803809;-39.53261297;
H;99931;20 16 30.08;-79 00 24.2;304.12532538;-79.00672642;
H;99932;20 16 34.10;-27 36 12.9;304.14206472;-27.60359486;
H;99933;20 16 34.55;+21 24 16.9;304.14396676;+21.40468528;
H;99934;20 16 35.12;+52 23 50.3;304.14634116;+52.39731711;
H;99935;20 16 35.18;-45 54 28.9;304.14657731;-45.90802961;
H;99936;20 16 35.98;+45 20 20.8;304.14992172;+45.33910931;
H;99938;20 16 37.90;-07 26 36.7;304.15791467;-07.44352984;
H;99937;20 16 37.93;-25 44 19.9;304.15805918;-25.73886026;
H;99939;20 16 38.18;-39 38 05.1;304.15906847;-39.63475852;
H;99940;20 16 38.47;-35 02 28.1;304.16030586;-35.04113182;
H;99941;20 16 38.95;+10 02 08.5;304.16229169;+10.03570051;
H;99942;20 16 39.45;+28 31 22.5;304.16439304;+28.52292470;
H;99943;20 16 39.75;+35 28 06.5;304.16563995;+35.46845898;
H;99944;20 16 40.40;+38 53 57.5;304.16834929;+38.89930574;
H;99945;20 16 40.57;-59 07 02.5;304.16906152;-59.11737354;
H;99946;20 16 40.95;-59 40 51.4;304.17064545;-59.68093425;
H;99947;20 16 45.93;-15 10 52.9;304.19138980;-15.18134994;
H;99948;20 16 45.99;+01 10 43.5;304.19163537;+01.17873700;
H;99949;20 16 46.20;-37 33 25.3;304.19250049;-37.55702648;
H;99950;20 16 46.53;+06 34 15.5;304.19386833;+06.57097442;
H;99951;20 16 47.08;+24 40 16.1;304.19615246;+24.67114227;
H;99952;20 16 47.45;-20 56 00.3;304.19772518;-20.93340902;
H;99953;20 16 48.19;+32 22 47.5;304.20077487;+32.37985586;
H;99954;20 16 48.53;+39 41 50.4;304.20220739;+39.69732703;
H;99955;20 16 49.03;+56 02 25.1;304.20427211;+56.04031574;
H;99956;20 16 50.26;-03 29 29.1;304.20943491;-03.49142892;
H;99957;20 16 50.39;-40 54 19.7;304.20994701;-40.90545896;
H;99958;20 16 50.79;+17 49 45.2;304.21162878;+17.82921772;
H;99959;20 16 51.49;-74 49 18.5;304.21455151;-74.82181428;
H;99960;20 16 51.78;+43 40 59.9;304.21573833;+43.68331306;
H;99961;20 16 51.90;+27 03 16.8;304.21624215;+27.05466869;
H;99962;20 16 53.14;-06 50 15.3;304.22140586;-06.83758564;
H;99963;20 16 53.77;+33 06 33.4;304.22405171;+33.10928347;
H;99964;20 16 54.59;+26 23 03.4;304.22746041;+26.38427477;
H;99966;20 16 54.72;-32 36 27.0;304.22801013;-32.60751054;
H;99965;20 16 54.74;+50 16 45.4;304.22808500;+50.27927108;
H;99967;20 16 54.99;+31 30 18.9;304.22912783;+31.50524135;
H;99968;20 16 55.28;+40 21 54.3;304.23034999;+40.36507960;
H;99969;20 16 55.32;+06 55 18.3;304.23051420;+06.92173932;
H;99971;20 16 55.74;-10 58 53.7;304.23226548;-10.98157182;
H;99970;20 16 55.75;-59 38 35.3;304.23230310;-59.64315069;
H;99972;20 16 56.51;+16 45 57.9;304.23545681;+16.76608059;
H;99973;20 16 56.67;-72 11 03.9;304.23613640;-72.18441636;
H;99974;20 16 56.75;+34 08 22.9;304.23646731;+34.13968904;
H;99975;20 16 56.99;+30 12 16.8;304.23747031;+30.20465297;
H;99976;20 16 57.45;+41 49 17.2;304.23937167;+41.82144307;
H;99977;20 16 57.69;-58 39 19.2;304.24037058;-58.65532900;
H;99978;20 16 57.76;+18 21 13.6;304.24068184;+18.35376446;
H;99979;20 16 58.31;-01 12 42.2;304.24294179;-01.21172345;
H;99980;20 16 58.89;+37 40 53.2;304.24535653;+37.68143135;
H;99981;20 16 59.94;-31 12 28.4;304.24976906;-31.20789139;
H;99982;20 17 00.03;+37 25 23.8;304.25011975;+37.42328661;
H;99983;20 17 00.30;+07 04 18.2;304.25124454;+07.07172214;
H;99984;20 17 00.30;-18 25 53.2;304.25126780;-18.43143269;
H;99985;20 17 00.45;+08 57 47.5;304.25188501;+08.96320144;
H;99986;20 17 00.54;+35 57 26.7;304.25224130;+35.95742012;
H;99987;20 17 00.58;+56 54 17.0;304.25242987;+56.90472217;
H;99988;20 17 02.57;+03 46 33.0;304.26069963;+03.77583729;
H;99989;20 17 04.75;+72 52 50.8;304.26980069;+72.88077359;
H;99990;20 17 06.53;-21 19 04.4;304.27718889;-21.31787900;
H;99991;20 17 08.18;+30 06 43.1;304.28406988;+30.11198284;
H;99992;20 17 08.96;+21 34 00.8;304.28732245;+21.56688224;
H;99993;20 17 09.16;-60 55 12.9;304.28817293;-60.92025452;
H;99994;20 17 09.50;-67 27 18.4;304.28960098;-67.45511105;
H;99995;20 17 09.78;+15 52 21.7;304.29074643;+15.87269533;
H;99996;20 17 11.43;+19 24 04.3;304.29763835;+19.40118590;
H;99997;20 17 12.53;+40 35 29.0;304.30219376;+40.59139424;
H;99998;20 17 13.12;+24 15 07.1;304.30465084;+24.25197694;
H;99999;20 17 13.33;+28 54 56.3;304.30553656;+28.91565125;
H;100000;20 17 15.71;-19 57 38.8;304.31547143;-19.96078578;
H;100001;20 17 16.70;-32 50 38.8;304.31957341;-32.84412472;
H;100002;20 17 17.18;+01 18 54.2;304.32156443;+01.31504478;
H;100003;20 17 18.38;-71 04 01.7;304.32659056;-71.06714179;
H;100004;20 17 18.57;-62 57 35.7;304.32737210;-62.95990553;
H;100005;20 17 19.01;-36 37 45.4;304.32919754;-36.62928696;
H;100006;20 17 20.28;-36 38 01.4;;;
H;100007;20 17 20.60;+62 08 17.4;304.33584156;+62.13816918;
H;100008;20 17 21.69;-54 20 48.5;304.34037689;-54.34681438;
H;100009;20 17 22.76;+38 14 08.5;304.34485015;+38.23568691;
H;100010;20 17 22.77;+12 13 04.7;304.34488284;+12.21798332;
H;100011;20 17 23.64;+14 49 26.6;304.34851551;+14.82404267;
H;100012;20 17 24.78;-02 03 47.5;304.35322984;-02.06318883;
H;100013;20 17 25.17;+39 35 36.7;304.35489078;+39.59353909;
H;100014;20 17 26.80;-15 49 39.5;304.36164936;-15.82763144;
H;100015;20 17 28.95;-13 57 38.5;304.37064529;-13.96070424;
H;100016;20 17 29.05;+42 43 19.4;304.37106233;+42.72206321;
H;100017;20 17 30.63;+66 51 10.7;304.37763542;+66.85296587;
H;100018;20 17 31.54;+29 08 51.0;304.38140202;+29.14750941;
H;100019;20 17 31.57;+44 53 42.7;304.38155570;+44.89519454;
H;100020;20 17 35.03;+28 06 41.9;304.39597738;+28.11164244;
H;100022;20 17 35.67;+51 09 08.4;304.39863513;+51.15232501;
H;100021;20 17 35.68;+28 31 03.1;304.39865969;+28.51753196;
H;100024;20 17 36.10;-29 23 38.6;304.40042273;-29.39405645;
H;100023;20 17 36.11;-50 33 31.8;304.40046907;-50.55882835;
H;100025;20 17 37.11;-06 24 15.0;304.40461001;-06.40417103;
H;100026;20 17 38.65;+23 10 01.9;304.41104791;+23.16720089;
H;100027;20 17 38.86;-12 30 29.6;304.41190045;-12.50821403;
H;100028;20 17 38.87;+60 18 23.5;304.41194948;+60.30652089;
H;100029;20 17 39.51;+38 56 02.6;304.41460755;+38.93405125;
H;100030;20 17 40.27;-45 13 43.5;304.41777434;-45.22875238;
H;100031;20 17 42.53;-08 51 40.3;304.42722907;-08.86118808;
H;100032;20 17 43.39;+07 54 03.3;304.43079323;+07.90091783;
H;100033;20 17 43.65;-39 06 45.9;304.43187189;-39.11274924;
H;100034;20 17 43.81;+19 14 52.6;304.43254383;+19.24794767;
H;100035;20 17 43.84;-51 55 00.7;304.43265946;-51.91684951;
H;100036;20 17 44.40;-45 57 25.9;304.43500230;-45.95720145;
H;100037;20 17 44.44;+40 30 24.7;304.43518532;+40.50686577;
H;100038;20 17 44.47;-25 58 09.6;304.43527433;-25.96933653;
H;100039;20 17 45.06;+71 45 46.1;304.43773890;+71.76279816;
H;100040;20 17 45.48;+46 26 09.8;304.43951779;+46.43606854;
H;100041;20 17 45.88;+32 08 07.1;304.44115666;+32.13529389;
H;100042;20 17 45.97;-33 58 30.1;304.44152396;-33.97504158;
H;100043;20 17 46.23;+71 08 40.0;304.44261130;+71.14445567;
H;100044;20 17 47.20;+38 01 58.6;304.44668519;+38.03294710;
H;100045;20 17 49.64;-40 11 05.2;304.45684902;-40.18478474;
H;100046;20 17 50.19;+54 19 20.4;304.45911574;+54.32234272;
H;100047;20 17 52.40;-17 17 06.2;304.46833970;-17.28505738;
H;100049;20 17 52.77;+53 30 16.4;304.46985479;+53.50455336;
H;100048;20 17 53.64;+59 47 33.4;304.47350606;+59.79261504;
H;100050;20 17 54.21;+05 35 11.0;304.47586289;+05.58639433;
H;100051;20 17 54.50;+34 05 25.3;304.47706976;+34.09034726;
H;100052;20 17 54.97;+54 01 53.9;304.47903104;+54.03163415;
H;100053;20 17 55.24;-22 36 06.0;304.48018092;-22.60165340;
H;100054;20 17 56.68;-08 03 57.8;304.48614707;-08.06605336;
H;100055;20 17 56.98;+56 12 58.8;304.48741152;+56.21633126;
H;100056;20 17 57.28;+16 00 33.6;304.48864858;+16.00934144;
H;100057;20 17 58.99;-52 44 25.7;304.49579670;-52.74047168;
H;100058;20 17 59.91;+33 11 29.1;304.49962657;+33.19140984;
H;100059;20 18 00.33;+64 06 06.3;304.50136214;+64.10173993;
H;100060;20 18 00.58;-18 15 50.1;304.50243575;-18.26391063;
H;100061;20 18 01.00;-00 06 27.4;304.50415219;-00.10761146;
H;100062;20 18 01.38;-21 48 35.6;304.50573017;-21.80990013;
H;100063;20 18 03.14;-68 29 22.2;304.51309933;-68.48949982;
H;100064;20 18 03.22;-12 32 41.5;304.51341030;-12.54485877;
H;100065;20 18 03.28;-10 35 50.8;304.51368420;-10.59744743;
H;100066;20 18 04.84;+27 30 19.6;304.52018203;+27.50545817;
H;100067;20 18 05.78;-21 59 54.0;304.52409568;-21.99833022;
